tenure,PhoneService,TotalCharges,StreamingMovies,StreamingTV,TechSupport,gender
38,1,914.4,0,0,0,Female
72,1,1434.1,0,0,0,Male
42,1,3930.6,0,1,0,Female
57,1,5535.8,1,1,0,Female
60,1,6640.7,1,1,1,Female
71,1,1847.55,0,0,0,Male
11,1,245.2,0,0,0,Male
40,1,2092.9,0,0,1,Male
42,1,3571.6,1,1,1,Female
1,1,44.45,0,0,0,Female
47,1,4137.2,1,0,0,Male
50,1,4025.6,1,1,1,Male
10,0,521.0,1,0,1,Male
72,1,6227.5,1,1,1,Male
72,1,7285.7,1,1,0,Male
60,1,5231.2,0,1,0,Male
3,1,216.75,0,0,0,Female
2,1,152.45,0,0,1,Male
1,1,80.05,0,1,0,Female
11,1,990.3,0,1,0,Female
49,1,4889.2,1,1,0,Female
70,1,7714.65,1,1,1,Female
2,1,154.85,0,0,0,Female
16,1,1587.55,1,1,0,Male
10,1,990.9,1,1,1,Male
56,1,3815.4,1,0,0,Female
48,1,4946.05,1,1,1,Female
72,1,1802.55,0,0,0,Male
1,1,20.9,0,0,0,Female
29,1,521.8,0,0,0,Female
25,1,676.35,0,0,0,Male
68,1,3674.95,0,0,0,Female
2,1,146.65,0,0,0,Male
42,1,3384.0,0,1,0,Female
6,1,100.35,0,0,0,Female
18,1,1794.65,1,1,0,Male
10,1,738.2,0,0,0,Male
72,1,7634.8,1,1,0,Male
63,1,6597.25,1,1,0,Male
27,1,2078.95,1,1,1,Female
35,1,949.8,0,0,0,Female
18,1,1612.75,1,0,1,Female
11,1,791.75,0,0,0,Male
44,1,926.0,0,0,0,Male
19,1,1297.8,0,0,0,Female
72,1,6688.95,1,1,1,Female
18,1,892.7,0,0,0,Female
18,1,865.75,0,0,0,Female
71,0,4310.35,1,1,1,Female
30,1,1530.6,0,0,0,Female
28,0,1682.05,1,1,1,Male
37,1,2839.65,0,0,0,Female
18,1,342.3,0,0,0,Male
31,1,2471.6,1,1,1,Female
5,1,291.45,0,0,1,Male
30,1,2351.45,0,0,0,Male
49,1,3472.05,1,0,0,Female
12,1,518.9,0,0,0,Male
1,1,78.05,0,1,0,Female
4,1,365.65,0,1,0,Female
3,1,51.15,0,0,0,Male
3,1,244.65,0,1,0,Female
37,1,2313.8,0,0,1,Male
23,1,1533.8,0,0,1,Female
23,1,1783.75,0,0,1,Female
45,1,4459.8,1,1,0,Female
22,1,488.25,0,0,0,Male
24,1,2404.85,1,1,0,Male
48,1,916.0,0,0,0,Male
3,1,168.15,0,0,0,Male
8,1,713.6,0,1,0,Female
44,0,2375.4,1,1,0,Male
56,1,5116.6,0,0,1,Female
1,1,20.6,0,0,0,Male
53,1,4779.45,0,1,1,Male
59,1,1192.7,0,0,0,Male
15,1,631.4,0,0,0,Female
49,1,4287.2,1,0,0,Female
39,0,2184.35,1,1,0,Female
44,1,3990.75,1,0,0,Female
3,1,188.7,0,1,0,Male
16,1,1178.25,0,0,0,Male
5,1,339.9,1,0,1,Male
37,1,3541.4,1,1,1,Female
9,1,466.6,0,0,0,Female
35,1,739.35,0,0,0,Female
7,1,587.1,0,1,0,Female
1,1,20.2,0,0,0,Female
29,0,712.85,0,0,0,Female
51,1,5000.05,0,1,1,Female
58,1,4048.95,0,1,1,Male
72,1,8003.8,1,1,1,Female
4,0,156.1,0,1,0,Male
64,1,7266.95,1,1,1,Female
68,1,5589.3,0,0,0,Male
62,1,6019.35,1,0,0,Female
37,1,3415.25,0,1,0,Male
43,1,779.25,0,0,0,Female
65,1,5963.95,1,1,1,Female
1,1,61.15,0,0,0,Male
27,1,1874.45,0,0,1,Female
57,1,1167.6,0,0,0,Female
1,1,20.55,0,0,0,Female
43,0,1912.85,0,0,0,Male
48,1,5443.65,1,1,1,Male
41,1,4507.15,1,1,1,Male
68,1,6297.65,0,0,1,Female
15,1,736.8,0,0,0,Female
8,1,742.95,1,1,0,Female
3,0,77.75,0,0,0,Female
55,1,5044.8,0,0,1,Female
1,1,19.65,0,0,0,Female
16,1,1167.8,0,0,0,Male
39,1,3182.95,1,1,1,Male
10,1,953.45,1,0,0,Female
46,1,4854.3,1,1,1,Female
12,1,628.65,0,1,0,Male
41,1,835.15,0,0,0,Female
65,1,6941.2,1,1,1,Male
21,1,1742.45,0,0,1,Female
4,1,442.85,1,1,0,Female
72,1,6697.35,1,1,1,Female
47,1,1160.45,0,0,0,Male
43,1,3539.25,0,0,1,Male
72,1,8248.5,1,1,1,Female
67,1,7511.65,1,1,1,Female
6,1,577.6,1,1,0,Female
60,1,4224.7,0,1,1,Female
40,1,4116.8,0,1,1,Male
66,1,5930.05,0,0,1,Female
52,0,2550.9,1,1,0,Male
1,1,93.85,1,1,0,Female
58,1,5435.6,1,0,0,Female
72,0,4684.3,1,1,1,Female
35,1,3474.05,1,1,0,Male
72,1,1502.25,0,0,0,Female
51,1,3649.6,0,0,0,Female
69,1,1447.9,0,0,0,Male
69,1,6841.45,1,1,0,Male
11,1,246.3,0,0,0,Female
1,0,24.2,0,0,0,Male
3,1,294.45,1,1,0,Male
37,1,3754.6,1,0,1,Female
4,0,102.5,0,0,0,Male
67,1,6079.0,1,1,0,Male
25,1,2199.05,0,1,1,Male
72,1,6632.75,1,1,1,Male
8,1,411.6,0,0,0,Male
10,1,846.0,1,0,0,Female
6,1,130.5,0,0,0,Male
52,1,4079.55,1,1,0,Male
70,1,1715.15,0,0,0,Male
70,1,6474.45,1,1,1,Female
58,1,1474.35,0,0,0,Male
70,1,5498.2,1,0,1,Male
72,1,1379.8,0,0,0,Female
66,1,3251.85,0,0,1,Female
16,0,552.7,1,0,0,Female
35,1,2136.9,0,0,0,Female
65,1,6223.3,0,1,0,Female
2,1,85.1,0,0,0,Female
30,1,1536.75,0,0,0,Female
14,1,1178.4,0,1,1,Male
7,1,174.7,0,0,0,Male
2,1,143.65,0,1,0,Male
66,1,5538.35,1,1,1,Male
3,1,67.1,0,0,0,Male
1,1,19.75,0,0,0,Male
68,1,4326.25,0,1,1,Female
10,1,830.85,1,0,0,Female
49,1,4941.8,1,1,0,Female
23,1,470.6,0,0,0,Female
13,1,1235.55,1,1,0,Female
65,1,1267.05,0,0,0,Male
28,0,973.65,0,1,0,Female
2,1,161.5,1,0,0,Female
9,1,661.55,0,0,0,Male
54,1,6118.95,1,1,0,Male
25,1,1611.0,0,0,0,Male
19,1,398.55,0,0,0,Female
71,1,6028.95,0,0,0,Male
36,1,695.85,0,0,0,Male
16,1,294.9,0,0,0,Male
25,1,692.1,0,0,0,Female
59,1,4639.45,0,0,0,Female
71,1,1626.4,0,0,0,Male
46,1,4424.2,1,1,0,Female
16,1,1114.85,1,0,1,Female
49,1,4783.5,1,1,0,Female
24,1,1990.5,1,1,1,Male
2,0,72.4,1,0,0,Female
58,1,3970.4,0,1,0,Female
1,1,89.25,1,1,0,Male
45,1,3861.45,1,0,0,Female
1,1,50.5,0,0,0,Male
8,0,371.4,1,0,0,Male
22,1,1993.8,0,1,1,Female
66,1,7942.15,1,1,1,Male
8,1,609.9,0,0,0,Male
72,1,7848.5,1,1,0,Male
47,1,3007.25,1,0,1,Female
4,1,305.55,0,0,0,Male
29,1,2384.15,0,1,0,Female
72,1,8013.55,1,1,1,Female
16,1,1378.25,0,1,0,Female
2,1,174.45,0,1,0,Male
1,1,19.5,0,0,0,Female
68,1,4741.45,1,0,0,Male
33,1,847.8,0,0,0,Male
61,1,1182.55,0,0,0,Female
23,1,1676.95,0,0,0,Female
19,1,955.6,0,0,0,Male
13,0,590.35,0,0,1,Male
21,1,1808.7,1,0,0,Female
62,1,6312.9,1,1,0,Female
29,1,702.0,0,0,0,Female
70,1,7511.9,1,1,0,Male
38,1,3956.7,1,1,0,Male
31,1,2217.15,0,0,0,Female
1,1,69.95,0,0,0,Male
1,1,43.95,0,0,0,Female
71,1,4692.55,0,1,0,Male
4,1,68.8,0,0,0,Male
2,1,159.45,1,0,0,Female
4,1,253.0,0,1,1,Female
69,1,6875.35,1,1,0,Female
64,1,5567.55,0,1,1,Male
60,1,4801.1,1,1,1,Male
1,1,69.95,0,0,0,Female
63,1,6713.2,1,1,1,Male
35,1,677.9,0,0,0,Male
17,1,1233.4,0,0,0,Male
63,1,6253.0,1,1,0,Female
19,1,1286.05,0,1,0,Male
21,1,2317.1,1,1,1,Male
57,1,5567.45,0,1,1,Female
8,1,393.45,0,0,0,Male
6,1,109.3,0,0,0,Male
66,0,4193.4,1,1,1,Female
63,1,4707.85,0,1,1,Female
28,1,2568.15,1,1,0,Male
23,1,1778.5,0,0,0,Female
29,1,573.05,0,0,0,Female
18,1,1411.65,0,0,0,Male
53,0,2546.85,1,0,0,Male
10,1,676.15,0,1,0,Female
39,1,1971.15,0,0,1,Male
17,1,1322.55,1,1,0,Female
37,1,3247.55,1,1,0,Male
33,1,670.35,0,0,0,Female
19,1,1686.85,1,0,1,Female
7,1,438.9,0,0,0,Female
9,1,651.4,1,1,1,Female
59,0,3886.85,1,1,1,Male
55,1,5656.75,1,1,1,Female
4,1,387.2,1,0,1,Female
57,1,1123.15,0,0,0,Male
68,1,7843.55,1,1,1,Female
64,1,4759.55,1,0,1,Female
72,1,7362.9,1,1,0,Female
8,1,613.4,1,0,0,Female
72,1,8332.15,1,1,1,Male
1,1,45.8,0,0,0,Male
69,1,6671.7,1,1,1,Male
56,1,4513.65,0,0,0,Female
9,1,547.8,1,0,1,Male
1,1,69.9,0,0,0,Male
59,1,4693.2,1,1,1,Female
12,1,958.25,0,0,1,Female
4,1,371.9,0,0,0,Male
3,1,235.5,0,0,0,Female
1,1,50.75,0,0,0,Male
29,1,2807.1,1,1,1,Male
71,1,5969.3,1,1,1,Female
23,1,1282.85,0,0,1,Female
6,1,184.05,0,0,0,Male
37,1,683.75,0,0,0,Female
24,1,1712.9,1,1,1,Male
49,1,4847.35,1,1,0,Female
11,1,1222.05,0,1,1,Female
44,1,4378.35,1,1,1,Male
11,1,245.15,0,0,0,Female
43,0,1224.05,0,0,0,Male
1,1,50.55,0,0,0,Female
23,1,625.65,0,0,0,Female
25,1,1752.65,0,1,1,Female
14,1,1013.35,0,0,0,Male
10,1,830.7,0,0,0,Female
27,1,2209.75,0,0,0,Male
3,1,323.25,1,1,0,Male
10,1,251.6,0,0,0,Male
5,0,214.75,0,1,1,Male
48,1,1245.05,0,0,0,Male
7,1,493.65,0,1,0,Female
44,0,2265.0,1,1,0,Female
2,1,160.8,1,1,1,Female
4,1,333.6,0,0,0,Female
37,1,3475.55,1,1,1,Male
13,1,279.3,0,0,0,Female
39,1,2224.5,0,1,0,Female
42,1,2386.85,0,0,0,Male
46,1,4822.85,1,1,1,Female
16,1,857.8,0,0,0,Male
54,0,2424.05,1,0,1,Male
33,1,2245.4,0,1,0,Male
22,0,1073.3,1,1,0,Female
35,1,3251.3,1,0,1,Male
4,1,85.5,0,0,0,Female
1,1,20.45,0,0,0,Male
36,1,720.05,0,0,0,Male
25,1,1296.8,0,0,1,Male
3,1,213.35,1,0,1,Female
22,1,2095.0,1,1,0,Male
16,1,1522.7,1,1,0,Female
50,1,5347.95,1,1,1,Female
10,1,222.65,0,0,0,Female
25,1,1863.8,0,1,1,Female
32,1,3019.25,1,1,0,Male
63,1,1263.85,0,0,0,Female
5,1,235.2,0,0,1,Male
44,0,1359.7,0,0,0,Male
16,1,1529.2,1,1,0,Female
20,1,1274.45,1,0,1,Male
30,1,3211.9,1,1,1,Female
55,1,2462.6,0,0,0,Female
61,1,3965.05,0,1,0,Female
1,1,19.95,0,0,0,Male
54,1,5060.9,1,1,0,Female
10,1,740.0,0,0,0,Male
40,1,2139.2,0,0,0,Male
51,1,4018.55,0,0,0,Female
72,1,7611.55,1,1,1,Male
64,1,6549.45,1,0,1,Male
72,1,1872.2,0,0,0,Male
53,1,1007.9,0,0,0,Female
3,0,66.95,0,0,0,Male
1,1,70.05,0,0,0,Male
13,1,1095.3,1,0,0,Male
39,0,2011.4,1,1,0,Female
9,1,714.15,0,1,0,Female
22,1,566.5,0,0,0,Male
54,1,5295.7,1,1,0,Male
29,0,1072.6,0,0,1,Male
72,1,8684.8,1,1,1,Male
72,1,5810.9,1,0,1,Male
47,1,5124.55,1,1,1,Male
28,1,1410.25,0,0,0,Female
3,0,82.15,0,0,1,Male
50,1,3822.45,1,0,0,Male
1,1,69.8,0,0,0,Male
2,1,178.1,1,1,0,Male
2,1,129.2,0,0,0,Male
70,1,7674.55,1,1,1,Female
51,1,4473.0,0,0,1,Male
65,1,6578.55,1,1,0,Male
1,1,90.55,1,1,0,Male
13,0,382.2,0,0,0,Female
10,1,1058.25,1,1,1,Female
55,1,1079.05,0,0,0,Female
7,1,450.8,1,1,1,Female
3,1,69.25,0,0,0,Male
46,0,1537.85,0,0,1,Male
56,1,4284.65,1,1,1,Male
61,1,7008.15,1,1,1,Female
52,1,4631.7,1,0,1,Male
41,1,2868.05,0,0,0,Female
68,1,1821.8,0,0,0,Female
41,1,3211.2,0,1,0,Female
50,1,3442.15,0,1,1,Male
71,1,8078.1,1,1,1,Female
22,1,1799.3,1,0,0,Male
59,1,1147.85,0,0,0,Male
6,1,377.85,0,0,0,Male
33,1,740.3,0,0,0,Female
17,1,409.9,0,0,0,Female
49,1,2970.3,0,0,1,Male
72,1,5784.3,1,1,0,Male
17,1,1622.45,1,1,0,Male
15,1,950.75,1,0,0,Male
8,1,169.75,0,0,0,Male
22,1,1427.55,0,0,0,Male
51,1,1222.25,0,0,0,Male
43,1,3954.1,0,1,0,Female
3,0,79.8,0,0,0,Male
48,1,5068.05,1,1,1,Female
34,1,2042.05,0,0,0,Female
41,1,4534.9,1,1,1,Male
67,1,7388.45,1,1,1,Female
19,1,1375.6,0,1,1,Female
63,1,6311.2,1,1,0,Female
18,1,1553.9,0,1,0,Female
1,1,20.65,0,0,0,Female
11,1,1078.9,1,1,0,Female
30,1,2820.65,0,0,0,Male
23,1,1710.45,0,0,0,Male
52,1,5624.85,1,1,0,Female
13,1,252.0,0,0,0,Male
54,1,3409.1,1,0,0,Male
1,1,47.95,0,0,0,Male
68,1,5733.4,0,0,1,Female
3,1,195.65,0,1,1,Male
1,1,68.5,0,0,0,Male
34,1,2274.9,0,0,1,Female
49,1,3199.0,0,1,1,Male
23,1,451.55,0,0,0,Female
71,1,1396.25,0,0,0,Male
46,1,3958.85,0,0,1,Female
50,1,5431.4,1,1,0,Male
1,0,45.3,1,1,0,Male
24,1,2001.0,1,0,0,Male
68,1,7849.85,1,1,1,Male
31,1,689.35,0,0,0,Female
64,0,3210.35,1,0,1,Female
14,1,1258.6,1,0,0,Female
59,0,3005.8,1,1,1,Male
72,1,6511.8,1,0,0,Male
4,1,396.3,1,1,1,Female
32,1,2781.85,0,1,0,Female
48,1,4370.75,1,0,0,Male
72,1,7880.25,1,1,0,Male
3,1,248.4,0,1,0,Male
72,1,6954.15,0,1,0,Female
18,1,1537.9,0,1,0,Male
72,0,4685.55,1,1,1,Male
32,1,2628.6,0,1,0,Female
13,1,1127.2,1,0,0,Female
7,0,201.95,0,0,0,Female
6,1,365.35,0,0,0,Female
4,1,220.65,0,0,0,Female
13,1,254.5,0,0,0,Female
64,1,6605.55,1,1,1,Male
17,1,1165.6,0,0,0,Female
40,0,2036.55,1,1,0,Female
11,0,565.35,1,1,0,Female
5,1,107.05,0,0,0,Male
23,1,1868.4,1,0,0,Female
68,1,5233.25,1,0,0,Male
1,1,79.15,0,0,0,Female
72,1,6463.15,1,1,1,Male
57,0,2258.25,0,0,1,Female
60,1,6925.9,1,1,1,Female
6,1,276.5,0,0,0,Male
55,1,5099.15,0,1,0,Male
72,1,7746.7,1,1,1,Female
70,1,4664.15,1,0,1,Male
17,1,1539.45,0,1,0,Male
9,1,542.4,1,0,0,Male
51,1,3121.45,0,0,1,Male
67,1,4615.9,1,0,1,Female
1,1,75.8,0,0,0,Female
3,0,58.9,0,0,0,Female
6,0,307.6,1,0,1,Female
10,1,616.9,1,0,1,Female
21,1,1818.9,0,1,1,Female
13,1,1215.6,0,1,0,Female
51,1,3901.25,1,1,1,Male
25,1,499.4,0,0,0,Male
71,1,1389.35,0,0,0,Female
3,1,238.1,0,0,0,Female
1,1,79.5,0,1,0,Male
65,1,6496.15,1,1,0,Male
65,1,4653.85,1,0,0,Male
64,1,1601.2,0,0,0,Female
38,1,2708.2,0,1,1,Male
56,1,6109.65,1,1,0,Female
72,1,1567.0,0,0,0,Female
9,1,571.45,1,1,1,Female
38,1,743.05,0,0,0,Female
44,1,2549.1,0,0,1,Male
71,1,5727.15,1,0,1,Male
57,1,5497.05,1,1,0,Female
43,0,2076.2,1,1,0,Female
17,1,337.9,0,0,0,Female
7,1,620.35,1,0,0,Male
2,1,164.5,0,1,0,Female
50,1,1195.25,0,0,0,Male
72,1,5919.35,1,1,0,Female
13,1,1161.75,1,1,1,Female
19,1,1394.55,1,1,0,Male
30,1,711.9,0,0,0,Male
58,1,6145.85,1,1,0,Female
7,1,150.0,0,0,0,Male
55,1,1177.95,0,0,0,Male
15,1,239.75,0,0,0,Male
68,1,6132.7,1,1,1,Male
54,1,5440.9,1,1,1,Female
25,0,1293.8,1,1,0,Female
1,1,84.3,0,1,0,Female
72,1,1492.1,0,0,0,Male
63,1,4479.2,1,0,1,Male
42,1,854.9,0,0,0,Male
37,0,1315.0,0,0,0,Male
4,1,77.5,0,0,0,Female
13,1,270.2,0,0,0,Male
3,1,72.0,0,0,0,Female
1,1,50.8,0,0,1,Female
68,1,5974.3,0,1,0,Female
10,1,638.95,0,1,0,Male
62,1,4983.05,0,0,0,Male
49,1,1022.6,0,0,0,Male
46,1,862.4,0,0,0,Male
52,0,3334.95,1,1,1,Male
26,1,2070.05,0,0,0,Female
8,1,170.9,0,0,0,Female
2,1,166.3,0,0,0,Female
69,1,1396.9,0,0,0,Female
4,0,110.05,0,0,0,Female
11,1,866.4,0,0,0,Male
9,1,447.9,0,0,1,Male
29,1,1970.5,1,0,0,Female
60,1,5774.55,1,0,0,Male
27,0,805.1,0,0,0,Male
57,1,1170.55,0,0,0,Male
1,1,73.6,0,0,0,Female
1,1,91.7,0,1,1,Female
37,1,784.25,0,0,0,Female
72,0,4732.35,1,1,1,Male
31,1,2995.45,1,0,0,Female
52,1,3043.7,1,0,0,Female
48,1,2789.7,1,0,0,Female
22,1,1907.85,1,1,0,Female
13,1,999.45,0,0,0,Female
6,1,493.4,1,1,1,Male
7,1,404.35,0,0,0,Female
71,1,7661.8,1,1,0,Female
3,1,220.1,0,0,0,Male
48,1,3035.35,0,0,0,Male
9,1,452.8,0,0,1,Male
7,1,545.15,0,0,0,Male
18,0,553.0,1,0,0,Female
11,1,662.95,0,0,0,Male
9,1,781.4,1,0,0,Female
10,1,793.55,1,0,0,Male
1,1,20.2,0,0,0,Male
26,1,2169.75,1,0,0,Female
7,1,278.4,0,0,0,Male
46,1,4904.2,1,1,1,Female
27,1,788.55,0,0,0,Male
1,1,69.65,0,0,0,Male
40,0,2109.35,1,1,0,Female
49,1,3678.3,0,0,0,Male
68,1,7176.55,1,1,1,Male
18,1,992.7,0,0,0,Female
28,1,3152.5,1,1,0,Female
72,1,7334.05,0,1,0,Female
62,1,5150.55,1,1,1,Female
34,1,894.3,0,0,0,Female
46,1,2688.85,1,0,0,Female
31,1,2548.65,0,0,1,Male
27,1,2673.45,1,1,0,Male
30,1,1588.7,0,0,0,Male
11,1,893.2,1,0,0,Male
46,1,4874.8,1,1,0,Female
44,1,2139.1,0,0,0,Female
42,1,2882.25,1,0,1,Female
18,1,878.35,0,0,0,Male
50,1,1023.95,0,0,0,Female
7,1,350.35,0,0,0,Female
66,1,5958.85,1,1,1,Female
26,0,1147.0,1,0,1,Female
1,1,69.1,0,0,0,Male
67,1,6368.2,1,0,0,Male
26,1,2599.95,1,1,0,Female
52,1,5025.8,0,1,0,Female
12,1,893.0,0,0,0,Female
10,1,688.65,0,0,0,Male
1,1,43.95,0,0,0,Female
47,1,3252.0,0,0,0,Female
57,1,5229.8,0,1,1,Male
1,1,70.85,0,0,0,Female
72,1,7845.8,1,1,1,Male
45,0,1596.6,1,0,0,Female
38,1,814.75,0,0,0,Female
1,1,90.1,1,1,0,Male
17,1,1445.95,1,1,1,Male
59,1,4519.5,0,1,1,Female
15,1,1553.95,1,1,1,Male
32,1,2333.05,0,1,1,Male
43,1,876.15,0,0,0,Male
71,1,1766.75,0,0,0,Male
54,1,6049.5,1,1,1,Female
5,1,389.6,0,1,0,Female
14,1,294.5,0,0,0,Female
62,1,6283.3,1,1,0,Female
72,1,6716.45,1,1,1,Female
42,1,4586.15,1,1,1,Male
2,1,123.8,0,0,0,Female
72,1,1937.4,0,0,0,Female
30,1,789.55,0,0,0,Female
40,1,3706.95,1,1,0,Male
25,0,844.45,0,0,1,Female
65,1,4309.55,0,0,0,Male
14,1,292.4,0,0,0,Female
35,1,644.5,0,0,0,Female
30,1,2198.9,1,0,1,Female
30,1,2538.05,1,0,0,Female
64,1,6603.8,1,1,0,Male
71,1,6287.3,1,1,1,Male
3,0,108.7,0,0,1,Male
8,1,572.45,0,0,0,Male
13,1,1301.7,1,1,1,Male
48,1,1171.5,0,0,0,Female
26,1,2184.6,0,0,1,Male
36,1,2606.35,0,1,1,Female
50,1,3533.6,0,0,0,Female
49,1,2633.95,0,0,0,Male
43,1,4304.0,1,1,0,Male
8,1,152.6,0,0,0,Male
2,1,125.95,1,0,0,Female
53,1,4616.1,1,1,1,Male
64,1,6314.35,1,1,1,Female
17,1,934.15,0,0,0,Male
53,1,1050.5,0,0,0,Male
1,1,50.7,0,0,0,Male
48,1,4977.2,1,1,0,Female
8,0,330.8,1,0,0,Female
10,1,964.35,0,1,1,Female
40,1,3132.75,0,0,0,Male
32,1,2316.85,1,0,1,Female
41,1,3851.45,1,1,0,Male
25,1,2387.75,1,1,0,Female
22,1,1949.4,0,1,0,Male
72,1,1866.45,0,0,0,Female
24,1,592.65,0,0,0,Male
24,1,1440.75,0,0,1,Male
64,1,4869.35,1,0,1,Female
3,1,313.6,1,1,0,Male
1,1,49.8,0,0,0,Male
63,1,7031.45,1,1,0,Male
13,1,718.1,0,0,1,Female
20,0,1165.55,0,1,1,Male
54,1,4524.05,1,1,1,Female
38,1,763.1,0,0,0,Female
1,1,69.75,0,0,0,Male
67,0,3097.2,0,1,1,Male
55,1,5283.95,1,1,0,Male
53,1,3491.55,0,0,1,Male
29,1,692.55,0,0,0,Female
14,1,795.15,0,0,1,Female
48,1,2896.4,0,0,1,Female
48,1,3435.6,1,0,1,Female
1,1,59.55,1,0,1,Male
44,1,1013.6,0,0,0,Male
45,1,4456.65,1,0,0,Male
56,1,4092.85,0,0,0,Female
14,0,419.7,0,0,0,Male
2,1,157.75,0,0,0,Male
36,1,1992.85,0,0,1,Male
5,0,210.75,1,0,0,Female
69,1,4059.85,0,0,1,Female
62,1,6825.65,1,1,1,Male
1,1,19.9,0,0,0,Female
34,1,2157.5,0,1,1,Female
16,1,1321.3,0,0,0,Male
14,1,255.55,0,0,0,Female
49,1,4917.9,1,1,1,Male
2,1,144.55,0,1,0,Male
26,1,515.75,0,0,0,Male
22,1,2234.95,0,1,1,Male
33,1,2405.05,1,1,1,Male
4,1,96.85,0,0,0,Male
19,1,358.15,0,0,0,Male
57,1,5012.35,1,1,1,Male
51,1,4267.15,0,1,0,Male
1,1,44.15,0,0,0,Male
3,1,268.45,1,0,0,Male
1,1,20.2,0,0,0,Male
15,0,693.45,0,0,1,Female
52,1,4217.8,1,1,1,Male
56,1,5614.45,1,1,0,Male
3,1,228.4,0,0,0,Male
26,0,978.6,0,0,0,Female
68,1,7553.6,1,1,0,Female
4,1,235.65,0,0,0,Female
72,1,1867.7,0,0,0,Male
40,1,4335.2,1,1,1,Female
66,1,6822.15,1,1,0,Male
1,1,19.85,0,0,0,Male
19,1,2007.25,1,1,1,Female
42,1,839.4,0,0,0,Male
34,1,3410.0,1,1,0,Male
1,1,81.1,1,0,0,Female
72,1,6501.35,1,1,1,Male
51,1,996.95,0,0,0,Female
55,1,4874.7,0,0,0,Female
66,1,6615.15,1,1,0,Female
30,1,2627.2,0,1,0,Female
34,1,3128.8,0,1,1,Male
55,1,4458.15,0,0,0,Female
54,1,5064.85,1,0,1,Female
57,0,2111.45,0,1,0,Male
11,1,834.2,0,0,0,Male
2,1,31.2,0,0,0,Male
4,1,261.65,0,0,0,Male
72,1,6652.45,1,1,1,Female
48,1,1036.0,0,0,0,Male
26,1,595.5,0,0,0,Male
15,1,272.95,0,0,0,Female
15,1,1130.0,0,1,0,Female
64,1,6654.1,1,1,1,Male
71,1,7984.15,1,1,1,Female
63,1,4111.35,0,0,1,Male
1,1,19.9,0,0,0,Male
64,1,6721.6,1,1,1,Female
45,1,3273.8,1,1,0,Male
4,1,93.45,0,0,0,Female
31,1,2806.9,1,0,0,Female
68,1,7611.85,1,1,1,Male
25,1,2028.8,1,0,1,Male
72,1,1769.6,0,0,0,Male
36,1,1941.5,0,0,0,Female
1,1,44.0,0,0,0,Male
0,1,0.0,0,0,0,Male
25,1,475.2,0,0,0,Female
8,1,161.95,0,0,0,Female
37,1,2658.8,1,1,0,Female
4,1,422.4,1,1,0,Male
28,1,2320.8,1,0,0,Female
37,0,1593.1,0,1,1,Female
8,1,162.3,0,0,0,Male
1,1,48.75,0,0,0,Male
25,1,471.7,0,0,0,Female
26,1,2515.3,1,1,0,Male
9,1,751.65,0,1,0,Female
21,1,2110.15,1,1,1,Female
19,1,1471.75,0,0,0,Male
18,0,550.35,0,0,0,Male
32,1,3432.9,1,1,1,Male
23,0,768.45,1,0,0,Male
55,1,4213.9,0,1,1,Female
43,1,1110.05,0,0,0,Male
2,1,93.7,0,0,0,Male
5,1,417.75,0,0,1,Female
14,1,815.55,1,0,0,Male
4,1,249.4,0,1,1,Male
4,1,220.75,0,0,0,Male
12,1,223.6,0,0,0,Female
68,1,5762.95,0,0,0,Female
10,1,813.85,0,1,0,Male
53,1,5000.2,1,1,0,Female
66,1,5898.6,0,0,1,Female
27,1,460.25,0,0,0,Male
34,1,2718.3,0,0,0,Female
11,1,906.85,1,0,0,Female
64,1,1714.95,0,0,0,Female
13,1,1028.9,0,1,0,Female
3,1,50.6,0,0,0,Male
24,1,2187.15,1,0,0,Male
69,1,4131.2,1,0,0,Female
20,1,1916.2,1,0,1,Female
48,0,2104.55,0,1,0,Female
13,0,706.85,1,1,1,Male
5,1,408.5,1,0,0,Male
5,1,320.4,0,0,0,Female
1,1,74.3,0,0,0,Male
30,1,2838.7,0,1,0,Male
13,1,1313.25,1,1,1,Male
61,1,5860.7,1,0,1,Female
4,1,82.85,0,0,0,Female
10,1,528.35,0,0,1,Female
40,1,2635.0,0,1,0,Female
43,1,2907.35,0,0,1,Male
1,0,29.85,0,0,0,Female
9,1,653.25,0,1,1,Male
1,1,69.85,0,0,0,Female
19,1,383.65,0,0,0,Female
9,1,633.85,0,0,0,Female
9,1,784.45,0,0,0,Male
18,1,345.9,0,0,0,Male
67,1,6816.95,1,1,0,Female
13,1,592.65,0,0,0,Female
5,1,346.4,1,1,0,Male
33,1,3694.7,1,1,1,Male
62,1,3846.75,1,0,1,Female
72,1,7325.1,1,0,1,Male
8,1,662.65,1,0,0,Male
1,1,46.0,0,0,0,Female
44,1,4060.55,0,0,1,Female
17,1,1588.25,1,1,0,Male
30,1,3046.15,1,1,0,Female
69,1,1796.55,0,0,0,Male
23,1,1081.25,0,0,0,Female
2,1,178.7,1,0,0,Female
3,1,127.1,0,0,0,Female
30,1,2308.6,0,1,1,Female
1,1,43.85,0,0,0,Male
8,1,908.55,1,1,1,Female
59,1,4903.15,0,0,0,Male
7,1,419.35,0,0,0,Female
37,1,3532.85,1,0,0,Female
49,1,5290.45,1,1,0,Male
26,1,2078.55,1,1,1,Female
1,1,79.55,0,1,0,Female
